SUBST�NCIA;PF 17% ALC;PF 17;TIPO DE PRODUTO;COMERCIALIZA��O 2019
CLORIDRATO DE FLUOXETINA;32,29;32,29;Similar;Sim
DOCETAXOL;2773,96;2773,96;Similar;Não
FINASTERIDA;232,15;266,68;Genérico;Não
LOSARTANA POTÁSSICA;8,92;8,92;Similar;Não
DICLORIDRATO DE TRIMETAZIDINA;54,29;54,29;Genérico;Não
"EMPAGLIFLOZINA;LINAGLIPTINA";245,47;281,98;Novo;Sim
OLANZAPINA;301,82;301,82;Similar;Não
TACROLIMO;114,05;114,05;Novo;Sim
FOSFATO SÓDICO DE PREDNISOLONA;13,46;13,46;Genérico;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";11,02;11,02;Genérico;Não
CAPTOPRIL;16,65;16,65;Genérico;Sim
"SULFATO DE NEOMICINA;BACITRACINA ZÍNCICA";7,24;8,32;Genérico;Sim
CLORIDRATO DE DONEPEZILA;148,88;148,88;Similar;Sim
"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";0,00;0,00;Similar;Sim
CAPTOPRIL;56,19;56,19;Genérico;Não
OMEPRAZOL;131,80;131,80;Similar;Não
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";124,64;143,18;Similar;Sim
CLORIDRATO DE PIOGLITAZONA;28,77;28,77;Genérico;Não
CITRATO DE FENTANILA;389,46;389,46;Novo;Não
"LUMACAFTOR;IVACAFTOR";51630,31;59309,46;Novo;Sim
CLONAZEPAM;248,71;248,71;Similar;Não
PARACETAMOL;5,41;6,22;Similar;Sim
OXALATO DE ESCITALOPRAM;180,49;180,49;Similar;Não
ALFARURIOCTOCOGUE PEGOL;572,84;572,84;Biológico;Não
"CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";161,77;161,77;Específico;Sim
DROPROPIZINA;12,24;14,06;Genérico;Sim
COLECALCIFEROL;301,39;346,21;Específico;Sim
DIPIRONA MONOIDRATADA;13,68;15,72;Novo;Não
TIABENDAZOL;13,44;15,43;Similar;Sim
ATENOLOL;17,00;17,00;Similar;Não
BISSULFATO DE CLOPIDOGREL;79,16;79,16;Similar;Não
BENZOATO DE BENZILA;11,47;13,17;Similar;Sim
"CLORIDRATO DE METFORMINA;FOSFATO DE SITAGLIPTINA";181,11;181,11;Similar;Sim
IVERMECTINA;23,78;23,78;Similar;Sim
TRASTUZUMABE;2180,65;2180,65;Biológico;Não
COLECALCIFEROL;19,19;22,05;Específico;Não
ROSUVASTATINA CÁLCICA;347,33;347,33;Genérico;Não
DICLORIDRATO DE MANIDIPINO;199,54;199,54;Novo;Sim
POLISSULFATO DE MUCOPOLISSACARÍDEO;8,22;9,44;Biológico;Não
CLORIDRATO DE TOPOTECANA;1459,46;1459,46;Novo;Sim
OMEPRAZOL;26,51;26,51;Genérico;Sim
NITAZOXANIDA;109,81;126,14;Similar;Não
"LOPINAVIR;RITONAVIR";;;Novo;Não
"TINIDAZOL;TIOCONAZOL";47,43;54,48;Similar;Sim
GLIMEPIRIDA;20,19;20,19;Genérico;Sim
"LACTATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";136,06;136,06;Específico;Sim
CLORIDRATO DE METOCLOPRAMIDA;8,89;10,21;Similar;Sim
CABERGOLINA;346,35;346,35;Similar;Não
CLORIDRATO DE FLUOXETINA;1207,51;1207,51;Genérico;Sim
LORATADINA;429,23;493,07;Similar;Não
EXTRATO DE AESCULUS HIPPOCASTANUM (CASTANHA-DA-ÍNDIA);32,34;37,15;Fitoterápico;Sim
TENOXICAM;718,05;718,05;Similar;Sim
"PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO";26,46;30,40;Similar;Sim
DICLORIDRATO DE MANIDIPINO;56,14;56,14;Novo;Sim
HEMIFUMARATO DE QUETIAPINA;36,39;36,39;Similar;Sim
"TROXERRUTINA;CUMARINA";31,53;36,22;Específico;Não
DIPIRONA;90,19;103,60;Similar;Não
SUCCINATO DE METOPROLOL;27,90;27,90;Genérico;Não
ROSUVASTATINA CÁLCICA;277,46;277,46;Novo;Sim
CLORIDRATO DE BUPROPIONA;51,70;51,70;Similar;Não
"HIDROCLOROTIAZIDA;TELMISARTANA";86,70;86,70;Genérico;Não
ALFAEPOETINA;1658,72;1658,72;Similar;Não
BISSULFATO DE CLOPIDOGREL;60,04;60,04;Similar;Sim
HEMIFUMARATO DE QUETIAPINA;193,81;193,81;Genérico;Não
MONTELUCASTE DE SÓDIO;140,78;140,78;Similar;Sim
CLOXAZOLAM;28,63;28,63;Novo;Não
CLORIDRATO DE CLORPROMAZINA;22,69;22,69;Similar;Sim
LOSARTANA POTÁSSICA;6,05;6,05;Genérico;Sim
CLORIDRATO DE METOCLOPRAMIDA MONOIDRATADO;145,26;166,86;Novo;Não
"HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA";34,33;34,33;Genérico;Não
CLORIDRATO DE CICLOBENZAPRINA;22,14;25,43;Genérico;Sim
LAMOTRIGINA;104,20;104,20;Genérico;Sim
"CLAVULANATO DE POTÁSSIO;AMOXICILINA TRI-HIDRATADA";64,53;64,53;Similar;Não
CLORIDRATO DE CICLOBENZAPRINA;19,87;22,82;Genérico;Sim
MALEATO DE DEXCLORFENIRAMINA;9,42;10,82;Similar;Sim
CLORIDRATO DE SERTRALINA;271,51;271,51;Novo;Sim
FENILBUTAZONA CÁLCICA;128,35;128,35;Similar;Não
CLORIDRATO DE IRINOTECANO TRIIDRATADO;724,47;724,47;Similar;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;71,46;71,46;Genérico;Não
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";110,62;127,07;Similar;Não
MALEATO ÁCIDO DE TIMOLOL;6,89;6,89;Genérico;Sim
ÁCIDO FÓLICO;7,87;9,05;Específico;Não
MAGALDRATO;17,16;19,71;Específico;Sim
"CEPA INFLUENZA TIPO B;CEPA INFLUENZA TIPO A (H1N1);CEPA INFLUENZA TIPO A (H3N2)";43,98;43,98;Biológico;Não
CLORIDRATO DE CLONIDINA;366,71;366,71;Similar;Não
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";32,20;32,20;Genérico;Não
FOSFOMICINA TROMETAMOL;76,14;76,14;Novo;Sim
CLORIDRATO DE DEXTROCETAMINA;3732,77;3732,77;Similar;Não
CLORIDRATO DE VENLAFAXINA;89,11;89,11;Novo;Não
MESILATO DE CODERGOCRINA;44,82;44,82;Novo;Não
NIMESULIDA;155,07;155,07;Similar;Sim
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";286,20;328,77;Novo;Não
CLORIDRATO DE DULOXETINA;109,27;109,27;Similar;Não
ESPIRONOLACTONA;25,35;25,35;Genérico;Sim
CLORIDRATO DE TANSULOSINA;121,34;121,34;Similar;Sim
CITRATO DE CLOMIFENO;40,48;40,48;Similar;Não
TADALAFILA;67,92;67,92;Genérico;Não
AMOXICILINA TRI-HIDRATADA;38,49;38,49;Similar;Sim
RACECADOTRILA;30,16;34,65;Novo;Sim
HEMIFUMARATO DE BISOPROLOL;50,60;50,60;Similar;Sim
TOPIRAMATO;24,43;24,43;Genérico;Não
CLORIDRATO DE CICLOBENZAPRINA;19,90;22,86;Similar;Sim
CARBOCISTEÍNA;19,56;22,47;Similar;Não
CLORIDRATO DE LURASIDONA;109,69;126,01;Novo;Sim
"NITRATO DE MICONAZOL;TINIDAZOL";30,06;34,53;Similar;Sim
OMEPRAZOL;15,07;15,07;Genérico;Sim
ÁCIDO FÓLICO;7,16;8,23;Similar;Não
MALEATO DE ENALAPRIL;30,75;30,75;Genérico;Sim
ESPIRONOLACTONA;167,84;167,84;Similar;Não
CLORIDRATO DE AMBROXOL;25,02;28,74;Similar;Não
ALBENDAZOL;6,48;6,48;Genérico;Sim
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";150,18;172,52;Similar;Não
CEFTRIAXONA;86,18;86,18;Similar;Sim
DIENOGESTE;229,41;263,53;Genérico;Não
PARACETAMOL;11,32;13,00;Similar;Sim
SULFATO DE LAROTRECTINIBE;12646,41;14527,35;Novo;Sim
BESILATO DE ANLODIPINO;15,63;15,63;Similar;Sim
DIPIRONA;8,83;10,15;Similar;Sim
SUCCINATO SÓDICO DE METILPREDNISOLONA;34,40;34,40;Genérico;Não
COLECALCIFEROL;53,98;62,01;Específico;Não
SOFOSBUVIR;26323,13;30238,25;Similar;Não
ENOXAPARINA SÓDICA;431,24;431,24;Novo;Não
OLANZAPINA;278,88;278,88;Genérico;Não
SINVASTATINA;29,28;29,28;Similar;Sim
POLISSULFATO DE MUCOPOLISSACARÍDEO;7,87;9,05;Biológico;Não
CLORIDRATO DE AMBROXOL;10,29;11,83;Similar;Não
MAYTENUS ILICIFOLIA MART.EX.REISS;23,01;26,43;Fitoterápico;Sim
PREGABALINA;155,48;155,48;Genérico;Não
CLORIDRATO DE DEXTROCETAMINA;489,64;489,64;Similar;Não
ALPRAZOLAM;105,31;105,31;Novo;Não
"PARACETAMOL;CAFEÍNA ANIDRA";19,12;21,96;Similar;Não
"CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";19,89;22,85;Similar;Sim
BROMIDRATO DE DARIFENACINA;406,44;466,90;Genérico;Não
"VALSARTANA;BESILATO DE ANLODIPINO";113,33;113,33;Similar;Não
HIDROGENOTARTARATO DE RIVASTIGMINA;65,51;65,51;Genérico;Não
CLORIDRATO DE TIAMINA;15,93;18,30;Específico;Não
ORLISTATE;177,28;203,65;Genérico;Não
"SINVASTATINA;EZETIMIBA";16,71;16,71;Genérico;Não
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";69,74;80,11;Similar;Não
LOSARTANA POTÁSSICA;35,22;35,22;Similar;Não
OXALATO DE ESCITALOPRAM;664,73;664,73;Similar;Não
CITRATO DE SILDENAFILA;91,24;104,81;Genérico;Sim
VALERATO DE BETAMETASONA;17,06;19,60;Novo;Sim
CAPECITABINA;427,52;427,52;Similar;Sim
ESTOLATO DE ERITROMICINA;12,63;12,63;Genérico;Não
MALEATO ÁCIDO DE TIMOLOL;95,82;95,82;Genérico;Sim
TOBRAMICINA;7099,24;7099,24;Similar;Sim
"MALEATO ÁCIDO DE TIMOLOL;CLORIDRATO DE DORZOLAMIDA";64,77;64,77;Similar;Sim
HEMIFUMARATO DE QUETIAPINA;230,86;230,86;Genérico;Sim
"ZIDOVUDINA;LAMIVUDINA";;;Similar;Não
CICLOSPORINA;417,54;417,54;Novo;Sim
CETOCONAZOL;978,46;1123,99;Genérico;Sim
ADENOSINA;815,39;815,39;Similar;Sim
SULBACTAM SÓDICO;732,83;732,83;Genérico;Sim
"FOSFATO DISSÓDICO DE DEXAMETASONA;SULFATO DE NEOMICINA";7,36;7,36;Similar;Sim
METRONIDAZOL;646,22;646,22;Genérico;Sim
"ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO;ÁCIDO ACETILSALICÍLICO";6,26;7,19;Similar;Sim
"GUAIFENESINA;SULFATO DE PSEUDOEFEDRINA;MALEATO DE DEXCLORFENIRAMINA";12,53;14,40;Similar;Não
CILOSTAZOL;20,67;20,67;Novo;Sim
CEFALEXINA MONOIDRATADA;21,71;21,71;Genérico;Sim
NICERGOLINA;98,28;98,28;Novo;Sim
LEVOTIROXINA SÓDICA;14,29;14,29;Novo;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;17,84;17,84;Similar;Não
IBUPROFENO;90,28;103,70;Similar;Sim
PREDNISOLONA;142,25;142,25;Genérico;Não
CARVEDILOL;47,67;47,67;Similar;Sim
CLORIDRATO DE AMOROLFINA;78,09;89,70;Similar;Sim
AGOMELATINA;181,39;208,37;Genérico;Não
DICLORIDRATO DE CETIRIZINA;11,75;13,49;Genérico;Não
ESOMEPRAZOL SÓDICO;31,04;31,04;Genérico;Não
CLORIDRATO DE BETAISTINA;19,19;22,05;Similar;Sim
"TIROTRICINA;CLORIDRATO DE LIDOCAINA;QUINOSOL";25,80;29,63;Novo;Sim
"HESPERIDINA;DIOSMINA";107,79;123,82;Novo;Sim
COLECALCIFEROL;27,44;31,52;Específico;Sim
CLORIDRATO DE CINACALCETE;645,97;742,04;Similar;Sim
ACICLOVIR;2615,79;2615,79;Genérico;Não
CLORIDRATO DE TAPENTADOL;173,27;199,04;Novo;Não
"VALSARTANA;BESILATO DE ANLODIPINO";94,00;94,00;Novo;Sim
DARATUMUMABE;1677,34;1926,82;Biológico;Sim
SUCCINATO SÓDICO DE HIDROCORTISONA;267,69;267,69;Similar;Não
BESILATO DE ANLODIPINO;36,64;36,64;Genérico;Não
"SULFATO DE GENTAMICINA;DIPROPIONATO DE BETAMETASONA";16,04;18,42;Genérico;Sim
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;409,48;470,38;Similar;Não
HEMIFUMARATO DE QUETIAPINA;387,63;387,63;Genérico;Não
ANASTROZOL;688,35;688,35;Similar;Não
ATORVASTATINA CÁLCICA;188,96;188,96;Genérico;Sim
RIVAROXABANA;104,08;104,08;Similar;Não
"CLORIDRATO DE METOCLOPRAMIDA;DIMETICONA;PEPSINA";10,94;12,57;Novo;Não
GABAPENTINA;187,59;187,59;Similar;Não
CLORIDRATO DE DONEPEZILA;;;Genérico;Não
AZITROMICINA;29,16;29,16;Genérico;Sim
"FOSFATO DE SÓDIO MONOBÁSICO;FOSFATO DE SÓDIO DIBÁSICO";498,79;572,98;Específico;Sim
"GESTODENO;ETINILESTRADIOL";15,67;15,67;Similar;Sim
CARBOCISTEÍNA;15,64;17,97;Genérico;Sim
RISPERIDONA;9,14;9,14;Similar;Não
DIPIRONA MONOIDRATADA;19,33;22,21;Novo;Não
LANSOPRAZOL;12,95;12,95;Similar;Não
HEMIFUMARATO DE QUETIAPINA;21,65;21,65;Similar;Não
DICLORIDRATO DE MECLOZINA MONOIDRATADO;9,69;11,13;Novo;Não
EBASTINA;35,18;40,41;Novo;Sim
MALEATO DE ENALAPRIL;14,12;14,12;Genérico;Sim
CARBOCISTEÍNA;18,42;21,16;Genérico;Não
AZITROMICINA DI-HIDRATADA;34,80;34,80;Genérico;Sim
LACOSAMIDA;673,13;773,24;Novo;Não
"CLAVULANATO DE POTÁSSIO;AMOXICILINA TRI-HIDRATADA";73,90;73,90;Similar;Sim
HIPROMELOSE;24,97;28,68;Novo;Não
CETOPROFENO;27,99;27,99;Genérico;Não
COLECALCIFEROL;101,17;116,22;Específico;Não
DICLOFENACO DE POTÁSSIO;16,71;16,71;Novo;Não
ACEBROFILINA;16,94;16,94;Genérico;Sim
AZITROMICINA;114,70;114,70;Genérico;Não
CITRATO DE SILDENAFILA;;;Genérico;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;153,18;153,18;Genérico;Sim
ALENDRONATO DE SÓDIO;40,13;40,13;Similar;Sim
MESILATO SÓDICO DE COLISTINA;11,23;11,23;Genérico;Não
DIVALPROATO DE SÓDIO;152,87;152,87;Similar;Não
CLORIDRATO DE NAFAZOLINA;5,95;6,83;Similar;Sim
ALFAEPOETINA;811,84;811,84;Similar;Não
CLORIDRATO DE AMITRIPTILINA;34,76;34,76;Genérico;Sim
OXALATO DE ESCITALOPRAM;140,60;140,60;Genérico;Não
SUCCINATO DE METOPROLOL;13,71;13,71;Similar;Não
SIMETICONA;9,18;10,54;Genérico;Não
LEVOFLOXACINO HEMI-HIDRATADO;62,95;62,95;Genérico;Sim
LEVOTIROXINA SÓDICA;11,99;11,99;Genérico;Sim
"SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";20,37;23,40;Similar;Não
BENFOTIAMINA;46,33;53,22;Novo;Sim
CLORIDRATO DE TICLOPIDINA;56,27;56,27;Genérico;Sim
CLORIDRATO DE BROMEXINA;6,77;7,77;Similar;Não
PARACETAMOL;5,84;6,71;Genérico;Sim
TEMOZOLOMIDA;3154,01;3154,01;Similar;Não
CIPROFLOXACINO;126,17;126,17;Similar;Não
CARVEDILOL;64,37;64,37;Genérico;Sim
MELOXICAM;1013,41;1013,41;Similar;Sim
CLORIDRATO DE PAROXETINA;209,64;209,64;Novo;Sim
GLIMEPIRIDA;67,34;67,34;Similar;Não
CAPTOPRIL;25,88;25,88;Genérico;Sim
MALEATO ÁCIDO DE TIMOLOL;12,47;12,47;Novo;Não
CEFALEXINA;12,47;12,47;Genérico;Não
"CLORIDRATO DE TRAMADOL;PARACETAMOL";33,21;38,15;Novo;Sim
CLORIDRATO DE TERBINAFINA;102,72;102,72;Similar;Não
BISOPROLOL;63,11;63,11;Novo;Não
FENOFIBRATO;66,46;66,46;Genérico;Sim
"CLIOQUINOL;PREDNISOLONA;SULFATO DE POLIMIXINA B;BENZOCAÍNA";21,91;25,17;Novo;Sim
CARVEDILOL;35,63;35,63;Similar;Sim
VANDETANIBE;21225,83;21225,83;Novo;Sim
MIDAZOLAM;163,64;163,64;Similar;Não
"DEXAMETASONA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B";21,17;21,17;Novo;Sim
"SIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";14,64;16,82;Similar;Não
GLYCINE MAX  (L.) MERRL;41,00;47,09;Fitoterápico;Não
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";21,08;21,08;Similar;Sim
MESSALAZINA;255,89;255,89;Genérico;Não
AZITROMICINA DI-HIDRATADA;24,77;24,77;Similar;Não
"GLICOSE;CLORETO DE SÓDIO";125,48;125,48;Específico;Sim
CLORIDRATO DE SIBUTRAMINA MONOIDRATADO;34,41;39,53;Similar;Sim
MESSALAZINA;281,61;281,61;Novo;Sim
GENFIBROZILA;48,14;48,14;Genérico;Sim
"FEREDEDATO DE SÓDIO;CITRATO DE CÁLCIO;COLECALCIFEROL CRISTALIZADO;FLUORETO DE SÓDIO;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL";20,30;23,32;Específico;Sim
CLORIDRATO DE RANITIDINA;31,59;31,59;Similar;Não
ACETILCISTEÍNA;20,34;23,37;Similar;Sim
BISSULFATO DE CLOPIDOGREL;103,87;103,87;Genérico;Sim
CLORIDRATO DE CICLOPENTOLATO;6,87;7,90;Similar;Sim
"CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO";24,15;27,74;Similar;Não
ALPRAZOLAM;105,31;105,31;Novo;Não
"ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA";21,75;24,99;Novo;Sim
ROSUVASTATINA CÁLCICA;578,76;578,76;Genérico;Não
BESILATO DE ANLODIPINO;88,81;88,81;Novo;Não
CABERGOLINA;;;Genérico;Não
PREDNISOLONA;99,57;99,57;Genérico;Não
PROPIONATO DE FLUTICASONA;114,02;114,02;Novo;Sim
GLIMEPIRIDA;6,29;6,29;Genérico;Não
DICLOFENACO COLESTIRAMINA;18,48;18,48;Similar;Sim
SOMATOSTATINA;850,05;850,05;Novo;Sim
LISADOS BACTERIANOS (STAPHYLOCOCCUS AUREUS, STREPTOCOCCUS PYOGENES, STREPTOCOCCUS MITIS, STREPTOCOCCUS PNEUMONIAE, KLEBSIELLA PNEUMONIAE, BRANHAMELLA CATARRHALIS, HAEMOPHILUS INFLUENZAE) ;59,00;59,00;Novo;Sim
TOPIRAMATO;36,64;36,64;Genérico;Não
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;998,79;998,79;Similar;Sim
CLORIDRATO DE BENZIDAMINA;16,73;19,22;Novo;Sim
CLORETO DE SÓDIO;157,33;157,33;Específico;Sim
RILUZOL;1311,71;1311,71;Genérico;Não
MENTHA CRISPA L.;35,71;41,03;Fitoterápico;Não
DICLOFENACO SÓDICO;9,76;9,76;Similar;Sim
CLORIDRATO DE PETIDINA;84,20;84,20;Novo;Sim
LAMOTRIGINA;75,25;75,25;Similar;Não
SELEXIPAGUE;8655,61;9942,99;Novo;Não
MONTELUCASTE DE SÓDIO;66,16;66,16;Genérico;Sim
CLORIDRATO DE FEXOFENADINA;41,46;47,62;Genérico;Sim
SULFATO DE SALBUTAMOL;3,96;3,96;Novo;Sim
ÓLEO DE PEIXE;93,71;107,64;Específico;Não
ACICLOVIR;16,50;18,96;Genérico;Sim
GAMANONACOGUE;606,98;606,98;Biológicos;Não
RIVAROXABANA;24,17;24,17;Genérico;Não
"CLORIDRATO DE METFORMINA;GLIMEPIRIDA";55,78;55,78;Similar;Não
BROMOPRIDA;25,16;28,90;Novo;Sim
BISSULFATO DE CLOPIDOGREL;151,29;151,29;Genérico;Sim
DAPTOMICINA;198,19;198,19;Genérico;Não
ROSUVASTATINA CÁLCICA;541,07;541,07;Similar;Não
SILTUXIMABE;10734,99;12331,64;Biológico;Sim
"ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA";25,33;29,10;Similar;Sim
CLORIDRATO DE SERTRALINA;359,18;359,18;Similar;Não
ALPRAZOLAM;68,42;68,42;Genérico;Sim
ALENDRONATO DE SÓDIO TRI-HIDRATADO;118,93;118,93;Genérico;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;145,59;145,59;Genérico;Não
LACTULOSE;24,05;27,63;Específico;Não
ACECLOFENACO;26,67;26,67;Similar;Sim
"ATENOLOL;CLORTALIDONA";22,45;22,45;Genérico;Não
PASSIFLORA INCARNATA;24,23;27,83;Fitoterápico;Sim
OXCARBAZEPINA;41,11;41,11;Similar;Não
GLYCINE MAX;105,85;121,60;Fitoterápico;Não
CLORETO DE SUXAMETÔNIO;562,19;562,19;Similar;Não
"PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA";307,20;352,89;Similar;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";62,13;62,13;Similar;Não
GLIMEPIRIDA;150,18;150,18;Genérico;Não
"CEPA INFLUENZA TIPO B;CEPA INFLUENZA TIPO A (H1N1);CEPA INFLUENZA TIPO A (H3N2)";879,54;879,54;Biológico;Não
CLORIDRATO DE AMIODARONA;26,06;26,06;Novo;Sim
IBUPROFENO;23,36;26,84;Novo;Sim
"ATENOLOL;BESILATO DE ANLODIPINO";9,67;9,67;Genérico;Não
CLORIDRATO DE NEBIVOLOL;144,81;166,35;Novo;Não
"ATENOLOL;CLORTALIDONA";35,93;35,93;Genérico;Sim
CLONAZEPAM;15,51;15,51;Similar;Não
TOPIRAMATO;22,16;22,16;Genérico;Não
LOSARTANA POTÁSSICA;21,28;21,28;Similar;Não
MALEATO DE TRIMEBUTINA;77,07;88,53;Genérico;Não
CLORIDRATO DE GRANISETRONA;92,90;92,90;Novo;Sim
COLECALCIFEROL;18,29;21,01;Específico;Não
ALFAFOLITROPINA;178,60;178,60;Biológicos;Sim
BUTILBROMETO DE ESCOPOLAMINA;7,64;8,77;Novo;Sim
GEMIFLOXACINO;248,14;248,14;Novo;Não
PANTOPRAZOL;71,63;71,63;Similar;Sim
METRONIDAZOL;551,43;551,43;Similar;Sim
ALANILGLUTAMINA;2912,00;2912,00;Novo;Não
NITRENDIPINO;38,69;38,69;Genérico;Sim
BACLOFENO;19,73;19,73;Genérico;Sim
"ÁCIDO ASCÓRBICO;CITRATO DE ZINCO";39,01;44,81;Específico;Não
TADALAFILA;28,00;28,00;Genérico;Sim
BROMOPRIDA;15,89;18,25;Novo;Não
OXALATO DE ESCITALOPRAM;131,31;131,31;Genérico;Não
PARACETAMOL;107,49;123,47;Genérico;Sim
BISSULFATO DE CLOPIDOGREL;21,96;21,96;Similar;Não
UROFOLITROPINA;310,35;310,35;Biológico;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;78,04;78,04;Genérico;Não
FENOFIBRATO;33,27;33,27;Similar;Não
RILUZOL;;;Genérico;Sim
"SULFATO DE NEOMICINA;CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";20,21;23,22;Genérico;Sim
"BENZILPENICILINA POTÁSSICA;BENZILPENICILINA PROCAÍNA";228,71;228,71;Similar;Não
ESOMEPRAZOL MAGNÉSICO;41,01;41,01;Genérico;Sim
BESILATO DE CISATRACÚRIO;10,70;10,70;Genérico;Não
DIPIRONA  MAGNÉSICA;167,01;191,85;Similar;Sim
"ISOMETEPTENO;CAFEÍNA ANIDRA;DIPIRONA";114,41;131,43;Similar;Sim
"GLICOSE;CLORETO DE SÓDIO";190,12;190,12;Específico;Não
CLORIDRATO DE DOXORRUBICINA;226,86;226,86;Novo;Sim
RAMIPRIL;80,93;80,93;Genérico;Não
"ATENOLOL;CLORTALIDONA";35,71;35,71;Similar;Não
AMPICILINA;19,66;19,66;Genérico;Sim
"VALSARTANA;HIDROCLOROTIAZIDA";80,12;80,12;Genérico;Sim
ENOXAPARINA SÓDICA;1094,82;1094,82;Biológico;Não
CLORIDRATO DE CIPROFLOXACINO ;1304,25;1304,25;Similar;Sim
"HIDROCLOROTIAZIDA;CANDESARTANA CILEXETILA";74,04;74,04;Similar;Não
CLORIDRATO DE AMBROXOL;18,18;20,88;Similar;Sim
CLORIDRATO DE MEMANTINA;312,24;312,24;Genérico;Sim
RIVAROXABANA;104,08;104,08;Similar;Não
ALFAELOSULFASE;3632,14;4172,36;Biológico;Sim
CLORIDRATO DE EPIRRUBICINA;65,30;65,30;Genérico;Sim
ORLIPASTAT;1699,26;1951,99;Genérico;Não
DEXPANTENOL;11,42;13,12;Específico;Sim
OXALATO DE ESCITALOPRAM;390,48;390,48;Similar;Sim
OXALATO DE ESCITALOPRAM;129,99;129,99;Genérico;Sim
BROMIDRATO DE CITALOPRAM;32,86;32,86;Genérico;Não
OXALATO DE ESCITALOPRAM;145,96;145,96;Similar;Não
GLICEROFOSFATO DE SÓDIO;1888,53;1888,53;Novo;Não
DECITABINA;5738,89;5738,89;Similar;Sim
DIVALPROATO DE SÓDIO;34,66;34,66;Genérico;Não
RIVAROXABANA;312,29;312,29;Similar;Não
CILOSTAZOL;13,17;13,17;Similar;Sim
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";21,53;21,53;Novo;Não
SULFATO DE GLICOSAMINA;85,71;85,71;Novo;Não
MALEATO ÁCIDO DE TIMOLOL;8,11;8,11;Genérico;Não
LAMOTRIGINA;153,20;153,20;Similar;Não
DICLORIDRATO DE LEVOCETIRIZINA;27,21;31,25;Similar;Sim
ACECLOFENACO;19,77;19,77;Similar;Não
AZITROMICINA DI-HIDRATADA;14,75;14,75;Genérico;Sim
SULFATO DE ZINCO HEPTAIDRATADO;605,99;696,12;Específico;Não
CETOCONAZOL;38,05;43,71;Similar;Sim
ÁCIDO ASCÓRBICO;78,90;78,90;Específico;Sim
CARBOPLATINA;484,73;484,73;Genérico;Não
COLECALCIFEROL;78,08;89,69;Específico;Não
LEVETIRACETAM;17,34;19,92;Similar;Não
"FUROATO DE FLUTICASONA;TRIFENATATO DE VILANTEROL";103,52;118,91;Novo;Sim
FINASTERIDA;42,69;49,03;Genérico;Sim
CLORIDRATO DE BETAISTINA;46,11;52,96;Genérico;Não
ACETATO DE ABIRATERONA;9276,79;10656,56;Similar;Sim
SECNIDAZOL;29,74;34,17;Genérico;Não
"VALSARTANA;BESILATO DE ANLODIPINO";97,57;97,57;Similar;Não
SULFATO DE EFEDRINA;957,52;957,52;Similar;Sim
ROSUVASTATINA CÁLCICA;267,55;267,55;Similar;Sim
MALEATO ÁCIDO DE TIMOLOL;21,71;21,71;Genérico;Sim
HEMIFUMARATO DE BISOPROLOL;21,30;21,30;Similar;Não
DESOGESTREL;24,67;24,67;Similar;Não
